REGIONID,CONSTELLATIONID,SOLARSYSTEMID,SOLARSYSTEMNAME,X,Y,Z,XMIN,XMAX,YMIN,YMAX,ZMIN,ZMAX,LUMINOSITY,BORDER,FRINGE,CORRIDOR,HUB,INTERNATIONAL,REGIONAL,CONSTELLATION,SECURITY,FACTIONID,RADIUS,SUNTYPEID,SECURITYCLASS
10000008,20000107,30000735,OX-S7P,68672236054901900,28390491652556600,-129814787419583000,68672091818430400,68675479432781600,28390312611233400,28390499614715100,129806502104758000,129814917789493000,1.285,0,0,1,0,0,0,0,-0.4607038722,,4207842367304,3797,I3
10000009,20000108,30000736,KDG-TA,149662289868226000,31770183498444000,-126691033836190000,149662203624470000,149665009101675000,31769957605652500,31770190663132900,126690770035548000,126694408015497000,0.2058,1,0,1,0,0,0,1,-0.1791473727,,1818989974416,3798,F
10000009,20000108,30000737,KD-KPR,124479968414611000,48688530759194800,-119221836991472000,124479366775812000,124484111978710000,48688455204467600,48689051108455400,119220235702570000,119221962112932000,0.2257,0,1,0,0,0,0,0,-0.4157180459,,2372601449304,3798,F2
10000009,20000108,30000738,PT-21C,162859116227086000,29297330991139300,-119955187741201000,162855878479314000,162863004555797000,29296996561181500,29297609464441700,119954355534430000,119958345036009000,0.3897,0,1,0,0,0,0,0,-0.1767231245,,3563038241680,6,F
10000009,20000108,30000739,Z182-R,146668502019711000,30236121180778200,-124497212820971000,146668440244128000,146670657214998000,30236120820578200,30236128806284300,124497132532311000,124497940943474000,0.0109,0,0,1,0,0,0,0,-0.215549698,,1108485434944,3800,F
10000009,20000108,30000740,EKPB-3,146173975998465000,34554936689739000,-117907679333715000,146171805864584000,146174857927585000,34554910403521900,34554947378629000,117900209712408000,117910705513798000,0.02263,0,0,0,1,0,0,0,-0.3553323237,,5247900695136,3800,F2
10000009,20000108,30000741,5M2-KP,133537622273032000,42612553425903400,-119624947060105000,133536036279363000,133538833309839000,42612353334534200,42612815468429100,119620704341055000,119624988448812000,1.812,0,0,1,0,0,0,0,-0.4001293978,,2142053878808,3796,F2
10000009,20000108,30000742,TK-DLH,156152160397871000,32549774187889200,-116291612142338000,156151288903039000,156153056812001000,32549719917713300,32549826948347100,116288728117155000,116296157457524000,0.1966,1,0,0,1,0,0,1,-0.308995356,,3714670184600,3798,F1
10000009,20000109,30000743,C8H5-X,161645283641761000,-11591437351557100,-127205673427404000,161644722269764000,161647326743567000,-11591682940640200,-11591369872073600,127204045348637000,127207078994165000,0.09633,1,0,0,1,0,0,1,-0.1492839802,,1516822764040,3799,F
10000009,20000109,30000744,O-7LAI,156665034349871000,-4767417248796550,-113303099139924000,156664223129900000,156668324269442000,-4767723649921870,-4767341696880280,113301565011564000,113303246898183000,0.1701,0,1,0,0,0,0,0,-0.0815947082,,2050569771408,6,F
10000009,20000109,30000745,7L3-JS,158766203465304000,-12312295917747400,-119175349191001000,158763961556680000,158767015174194000,-12312442742830700,-12311890401611900,119175348813301000,119178008793357000,0.05226,0,0,0,1,0,0,0,-0.1195386874,,1526808756736,7,F
10000009,20000109,30000746,WF4C-8,153316750356383000,-15987872487494400,-124105373413723000,153315960419410000,153321081415357000,-15987893951090300,-15987754804847600,124104317624692000,124107399091362000,0.06333,0,0,1,0,0,0,0,-0.171277102,,2560497973232,8,F
10000009,20000109,30000747,TZN-2V,154235220985414000,-9165276508096500,-129230802361772000,154233735613133000,154235481876870000,-9165322687124510,-9165268392445010,129229737742916000,129231317801675000,0.02647,0,0,0,1,0,0,0,-0.1526766545,,873131868288,6,F
10000009,20000109,30000748,8EF-58,147607424632376000,-18880263294495200,-137543768597843000,147604986911575000,147607455710085000,-18880264736170600,-18880150344737400,137539893084212000,137544067667179000,0.3106,0,1,0,0,0,0,0,-0.2797526549,,2087291483240,3801,F1
10000009,20000109,30000749,4DS-OI,158370832780552000,-13371014801884000,-133594255140185000,158369041816574000,158371047164738000,-13371103705584400,-13371004159219500,133592152144281000,133594674990445000,0.03823,0,0,1,0,0,0,0,-0.200635324,,1261423081928,3802,F
10000009,20000110,30000750,XQP-9C,164549229898810000,-10246594505979300,-131475679768122000,164549095232691000,164550654781980000,-10246616828338300,-10246358338895500,131475363659720000,131476147396556000,0.02471,1,0,1,0,0,0,1,-0.1550186335,,779774644464,6,F
10000009,20000110,30000751,W-6GBI,177554925849340000,-15904811638169100,-137870014520938000,177553223663825000,177555288942286000,-15904837982150800,-15904688139383100,137866115605899000,137870423667410000,0.6041,0,0,0,1,0,0,0,-0.1977724145,,2154030755160,10,F
10000009,20000110,30000752,XKH-6O,181596826361226000,-7995218162146540,-141219519747853000,181595723391463000,181598523718012000,-7995235455067860,-7995191552415590,141216015899525000,141220005209621000,0.05969,0,0,1,0,0,0,0,-0.1452237129,,1994655048112,7,F
10000009,20000110,30000753,S0U-MO,181408241415656000,-18239777378027400,-147381334574571000,181407951701453000,181409705695011000,-18239831059873600,-18239506067561100,147380227193961000,147383927880694000,0.1135,1,0,1,0,0,0,1,-0.254662271,,1850343366640,3799,F1
10000009,20000110,30000754,F39H-1,181083216725989000,-8829393243175590,-145184379550187000,181076989890309000,181087156252563000,-8830514553199960,-8828683826265960,145182048406705000,145184909843353000,0.5399,0,1,0,0,0,0,0,-0.169612912,,5083181127408,3797,F
10000009,20000110,30000755,V-QXXK,178607643887427000,-17200539664637500,-142910089542893000,178604605351742000,178611593917023000,-17200841354195000,-17200307592220700,142908502935462000,142912322894561000,0.2834,0,0,1,0,0,0,0,-0.232103941,,3494282640608,3802,F
10000009,20000111,30000756,2-Q4YG,161629569455622000,-3278462839266580,-129556062469816000,161629186418876000,161631530398673000,-3278642450871800,-3278427755232590,129554675690817000,129559379984315000,0.06732,1,0,0,1,0,0,1,-0.1103811281,,2352146748656,8,F
10000009,20000111,30000757,2JT-3Q,157420565938086000,1445961155903710,-131293642400188000,157420473016138000,157425801617485000,1445950609883510,1446555347386230,131291473974961000,131295227023188000,0.0229,0,0,0,1,0,0,0,-0.102109381,,2664300673568,3800,F
10000009,20000111,30000758,I3CR-F,149895913318716000,-3337336106166010,-141821941018270000,149893452297262000,149897656971037000,-3337578861409300,-3336993476238840,141819093370439000,141826242382711000,0.4156,0,0,0,1,0,0,0,-0.1598307559,,3574506135872,6,F
10000009,20000111,30000759,7-JT09,154421849014319000,13570438411539300,-132931316597392000,154417800311648000,154422434079682000,13570375977823100,13570870456077900,132930456207044000,132931891548886000,0.01064,0,0,0,1,0,0,0,-0.088757008,,2316884017072,3800,F
10000009,20000111,30000760,AGCP-I,150412568680958000,21640270025656800,-126094453887969000,150412372211355000,150413323319741000,21640237828374800,21640393693522600,126092322061218000,126094817810807000,0.1911,1,0,1,0,0,0,1,-0.1403204675,,1247874794208,3797,F
10000009,20000111,30000761,M4-GJ6,144911544202917000,-1706121103108970,-141686354666444000,144907679176095000,144918398706138000,-1706467500174270,-1705506781248190,141681233246295000,141693784119778000,3.293,1,0,0,1,0,0,1,-0.1569205312,,6275436741464,3797,F
10000009,20000111,30000762,5-2PQU,159060064628867000,8318302803622630,-131553073605394000,159057861338270000,159061695877229000,8318157027196790,8318410735056210,131548039917173000,131554602137271000,0.1223,1,0,0,1,0,1,1,-0.0809600941,,3281110049256,7,F
10000009,20000111,30000763,SN9-3Z,143278195821126000,2901074788155290,-140404662693508000,143278042784531000,143284639147114000,2901072640816890,2901164597437460,140399334580555000,140404905354290000,1.113,1,0,0,1,0,1,1,-0.1435223016,,3298181291472,3797,F
10000009,20000112,30000764,6BJH-3,166708812233738000,15551810768549900,-136039076435033000,166707395585855000,166709019460157000,15551561222625500,15551847272195800,136036608965131000,136042481823736000,0.1172,1,0,0,1,0,0,1,-0.0546218033,,2936429302400,3802,F
10000009,20000112,30000765,U-UTU9,172419785887308000,19860444841304200,-144133471291932000,172416542283456000,172427490006896000,19860038302153700,19860616005251400,144129489098780000,144139932473799000,1.091,0,0,1,0,0,0,0,-0.042090158,,5473861720336,6,F
10000009,20000112,30000766,1TG7-W,174008095764178000,11961873905048700,-142526548638442000,174003458795626000,174008362655841000,11961870903289400,11961925974272900,142522221490371000,142527406837746000,0.2259,0,0,0,1,0,0,0,-0.0590202799,,2592673687616,3798,F
10000009,20000112,30000767,QYD-WK,169474788526468000,21522133782782700,-136927251643668000,169474682046032000,169475437724871000,21522031813540100,21522150512208000,136923152985656000,136927274571206000,0.2226,0,0,0,1,0,0,0,-0.0445868476,,2060792774896,3798,F
10000009,20000112,30000768,R959-U,177263757285062000,8976080314730470,-138724127612680000,177262382192104000,177264179958947000,8976078179662460,8976087259805260,138723060598683000,138724871962061000,0.0908,0,0,1,0,0,0,0,-0.0607290633,,905681689304,3798,F
10000009,20000112,30000769,A-TJ0G,181342692072429000,8077204310392770,-147882893724260000,181342563018324000,181345603926756000,8076683674205670,8077227387748190,147881715384485000,147886884689114000,0.0619,1,0,0,1,0,0,1,-0.0851892836,,2584652314624,7,F
10000009,20000113,30000770,88A-RA,128184175778003000,10549769288181700,-134177430946650000,128183258842756000,128187823981430000,10549436996924500,10549852806219900,134176267708304000,134178384519894000,0.05079,1,0,0,1,0,0,1,-0.2864100839,,2282569336912,7,F1
10000009,20000113,30000771,8G-2FP,129264143509173000,-3135250827934060,-122458613532996000,129263112165497000,129265264473571000,-3135316560596380,-3135179383887540,122458521724886000,122460802456184000,0.02534,0,1,0,0,0,0,0,-0.211361059,,1140365649408,8,F
10000009,20000113,30000772,C-J6MT,129744676842567000,8872976434890480,-125300725645515000,129741299138527000,129746067471130000,8872820440430430,8873040655377530,125298267795402000,125303920341066000,0.4692,1,0,0,1,0,0,1,-0.2887451608,,2826272831632,3797,F1
10000009,20000113,30000773,78-0R6,124739708606610000,4000080756859650,-138852092290276000,124738678037578000,124742740152640000,3999991424943070,4000343543978860,138851059301281000,138854564602960000,0.01845,1,0,0,1,0,1,1,-0.2569041839,,2031057530984,3800,F1
10000009,20000113,30000774,MSG-BZ,118743422424703000,6232267243674780,-145133102454423000,118736049519065000,118749741326326000,6232220138163810,6232322204130940,145123856525345000,145136311250588000,6.47,1,0,0,1,0,1,1,-0.2762124099,,6845903630872,9,F1
10000009,20000113,30000775,8-WYQZ,131732477228714000,3350968731114240,-122038972670314000,131730864229756000,131734268923776000,3350797564159660,3351158861666540,122033123399487000,122041921610727000,0.1464,1,0,0,1,0,0,1,-0.2303424254,,4399105619824,7,F
10000009,20000113,30000776,4M-QXK,142579444236587000,4971953457650220,-122364652117621000,142577607040372000,142580940140381000,4971773985159070,4972099592041920,122359358464999000,122367896462168000,0.03764,0,1,0,0,0,0,0,-0.148759276,,4268998584552,3800,F
10000009,20000114,30000777,X5-0EM,135340177713971000,-15918067723806600,-143690281220813000,135329920875275000,135340578642055000,-15919154782859100,-15918025231912500,143684014610194000,143692620174886000,0.3857,1,0,0,1,0,0,1,-0.2503766393,,5328883389936,7,F1
10000009,20000114,30000778,G-EURJ,137410845417812000,-17794704373405200,-147455653257348000,137410257242204000,137411268815060000,-17794757021662500,-17794631236261400,147454491267585000,147457964900185000,0.1359,1,0,0,1,0,0,1,-0.286317261,,1736816299744,3801,F1
10000009,20000114,30000779,SHBF-V,124729085346301000,-25735439494436600,-148631083197240000,124727346043599000,124730187752208000,-25735654579916600,-25735303168825700,148630887302410000,148633106767328000,0.8802,1,0,0,1,0,1,1,-0.2924155138,,1420854304328,3801,F1
10000009,20000114,30000780,RERZ-L,129708216400054000,1390598406914350,-135075523160155000,129707715126787000,129708704734794000,1390582159336450,1390614236581830,135075384933670000,135077032271522000,0.01587,1,0,0,1,0,0,1,-0.2203176208,,823668926280,3802,F
10000009,20000114,30000781,0UBC-R,121188596847580000,-10195076329929100,-137995860431600000,121184942595801000,121190388104834000,-10195735482308800,-10194753224391300,137993418972008000,138002048781575000,0.2044,1,0,1,0,0,0,1,-0.2143566489,,4314904783152,3798,F
10000009,20000114,30000782,3U-48K,124029038959610000,-5685671428283220,-141003876386651000,124028983040484000,124030731720114000,-5685680613773930,-5685393368264800,141003641806050000,141007446512260000,0.1052,0,0,0,1,0,0,0,-0.213716114,,1902353104840,3802,F
10000009,20000115,30000783,EFM-C4,121788833139828000,49948201634236100,-105013924887849000,121788264020080000,121792943950346000,49948089081082900,49949014608843800,105013125475881000,105019468014670000,0.02681,0,1,0,0,0,0,0,-0.4819140155,,3171269394424,3800,F3
10000009,20000115,30000784,YPW-M4,122552192393469000,25839114745614900,-116873220944529000,122543525156664000,122555796928689000,25838855009593600,25839739285773400,116871826932285000,116877600796857000,1.076,1,0,0,1,0,0,1,-0.542441234,,6135886012328,6,F3
10000009,20000115,30000785,Q7-FZ8,122706568085621000,32157790321868100,-109676094336353000,122701208273007000,122708999072719000,32157314560302200,32158006106502800,109672873586156000,109676503895683000,1.263,1,0,0,1,0,0,1,-0.546486627,,3895399855952,3803,F3
10000009,20000115,30000786,L5-UWT,117003782582377000,30881173596126600,-116033255034036000,116998790759963000,117005250382630000,30880204663100200,30881458500833600,116025951410514000,116039916350001000,0.02009,1,0,0,1,0,0,1,-0.6511063967,,6982469743680,3800,F5
10000009,20000115,30000787,74-VZA,107679083200776000,35667334475718400,-109241872239415000,107678132168247000,107679229460084000,35667226077812800,35667351152131700,109241426102408000,109243545420254000,0.01236,1,0,0,1,0,1,1,-0.7233810295,,1059658923296,3800,F5
10000009,20000115,30000788,I-1QKL,118240156490780000,39128674217906500,-110212627849261000,118239830713275000,118241962839413000,39128663518535400,39128733535046400,110212575253780000,110215694326045000,0.1204,0,0,0,1,0,0,0,-0.576692084,,1559536132752,6,F4
10000009,20000116,30000789,GK5Z-T,104278918851683000,4590963533459780,-126240310372693000,104275802938028000,104278919587483000,4590424540016900,4590964269259780,126240309636893000,126243706565649000,0.8087,1,0,0,1,0,1,1,-0.5284307372,,1698464378168,6,F3
10000009,20000116,30000790,RQN-OO,105819078285392000,-2119231139524420,-127177570341741000,105816189077412000,105820350074611000,-2119342829978910,-2119181974500700,127177479318708000,127182945285041000,0.1943,0,0,0,1,0,0,0,-0.3905020901,,2732983166784,3798,F2
10000009,20000116,30000791,67Y-NR,108696900443751000,-9246078252050870,-135364057979819000,108696205960241000,108700174967567000,-9246698902744270,-9245946620187190,135362436646145000,135365547714723000,0.06833,1,0,0,1,0,0,1,-0.256201647,,1984503663336,8,F1
10000009,20000116,30000792,GDHN-K,100685181627405000,-4427585102432320,-126930307331118000,100682708887068000,100685605004992000,-4427696778757030,-4427565973379680,126928039689932000,126930726607709000,0.01528,1,0,0,1,0,1,1,-0.3673660864,,1448058961656,3800,F2
10000009,20000116,30000793,QTME-D,108249612619033000,1897139337669940,-125578166367192000,108240283612677000,108250249988401000,1896418316785530,1897188603718570,125575843603178000,125582622637068000,0.626,0,0,0,1,0,0,0,-0.4527429207,,4983187861712,3802,F3
10000009,20000116,30000794,A24L-V,116078102261507000,9368791524235740,-127954775147327000,116073552740882000,116078102795407000,9368790990335740,9369231007875110,127951749319427000,127955540988845000,0.1451,1,0,0,1,0,0,1,-0.4778218403,,2275027262376,7,F3
10000009,20000116,30000795,4CJ-AC,109620064729350000,-16669048752733700,-139640597184119000,109617574133568000,109624242111065000,-16669835128375700,-16668579896424600,139639481205460000,139642232902810000,0.0712,0,0,1,0,0,0,0,-0.2049159166,,3333988748432,8,F
10000009,20000117,30000796,EUU-4N,153518710016218000,-39779723647757000,-163610116008694000,153517811743880000,153523030450486000,-39780388024375900,-39779585515298000,163606097918864000,163613716838497000,0.354,0,1,0,0,0,0,0,-0.6807733743,,3809459816624,6,F5
10000009,20000117,30000797,Q-3HS5,144710967626779000,-34832849943440100,-154811952210151000,144710653536351000,144713920129029000,-34833079651694600,-34832825506858300,154810642033472000,154813342474730000,0.1775,1,0,0,1,0,0,1,-0.5788729116,,1633296339120,3797,F4
10000009,20000117,30000798,3AE-CP,144352042671105000,-42006120195449100,-159992483804823000,144351668644094000,144354656735546000,-42006127070166700,-42006072190938600,159983443629402000,159993567993408000,1.357,0,0,1,0,0,0,0,-0.6742307515,,5062182002688,3797,F5
10000009,20000117,30000799,0-VG7A,149152682348171000,-24270319713120700,-151986753446889000,149150832839440000,149153363146944000,-24270374820129000,-24270299429009400,151985951103703000,151987175288900000,0.0404,0,1,0,0,0,0,0,-0.4304980243,,1265153752144,3802,F2
10000009,20000117,30000800,9OLQ-6,147272791924632000,-54576772428140100,-160771498389932000,147266221101828000,147273822963817000,-54576907362166000,-54575912514107300,160771497849632000,160777070877402000,0.02905,0,0,1,0,0,0,0,-0.7859782641,,3800930994368,3800,F6
10000009,20000117,30000801,MOCW-2,154357447336411000,-58163880645294300,-156882458063723000,154356549746094000,154358222840023000,-58164006710451600,-58163771725088200,156881653199885000,156882808243962000,0.01601,0,1,0,0,0,0,0,-0.8165413087,,836546964512,3799,F6
10000009,20000118,30000802,ZO-4AR,131074099919710000,12756145110303000,-107965558108177000,131070869819914000,131075273883406000,12756048331405100,12756411394526100,107965098035486000,107967824869548000,0.06374,0,0,1,0,0,0,0,-0.2940069549,,2202031745544,8,F1
10000009,20000118,30000803,MJ-LGH,133473617864079000,10569687919759000,-114526745734830000,133470821161201000,133474954077027000,10569240363385100,10569901753773000,114525803348037000,114531547678007000,0.275,1,0,1,0,0,0,1,-0.2591845321,,2872164984904,3802,F1
10000009,20000118,30000804,F2A-GX,137404018280874000,14874803246625500,-102522880638396000,137403458220401000,137406872808615000,14874709630735600,14875280388144500,102521200935107000,102524291196222000,0.01632,0,0,0,1,0,0,0,-0.2610427909,,1707294106728,3800,F1
10000009,20000118,30000805,RD-FWY,144045777894582000,11099076473590800,-100240255344561000,144043301169606000,144047084892493000,11099022282569200,11099105070774900,100237326973221000,100240816621202000,0.07036,0,1,0,0,0,0,0,-0.1849849353,,1891861443688,8,F
10000009,20000118,30000806,VBPT-T,136619780347463000,18712268381393100,-106091987200769000,136618785226208000,136625015802905000,18712197789547900,18712639773781700,106089122862390000,106094534701975000,0.9163,0,0,1,0,0,0,0,-0.3177060533,,3115288348864,9,F1
10000009,20000118,30000807,KS-1TS,135408007674092000,24768039409613700,-101728674202317000,135407213349843000,135410308033878000,24767997492076100,24768053884927300,101727409145227000,101730118454426000,0.02968,0,1,0,0,0,0,0,-0.4474549525,,1547342017720,8,F2
10000009,20000119,30000808,X0-6LH,138937769916599000,36294515152692200,-103934369139070000,138935815083487000,138939031090974000,36294381620975900,36294722122312900,103929198665239000,103937946588542000,0.2017,0,0,0,1,0,0,0,-0.714309691,,4373961651712,3798,F5
10000009,20000119,30000809,FN0-QS,138636699061196000,39859063240180500,-99531336622722700,138635048035094000,138638097057860000,39858946468461500,39859201146720500,99527315897906600,99537019696774600,0.2914,0,0,0,1,0,0,0,-0.8493746886,,4851899433992,3802,F6
10000009,20000119,30000810,F3-8X2,127664636539026000,35498303190960200,-107842787352010000,127664491152466000,127670141364240000,35497580260119800,35498322284729000,107842693394897000,107849103337729000,0.3973,1,0,1,0,0,0,1,-0.5421197244,,3204971415960,7,F3
10000009,20000119,30000811,N7-BIY,141670934753661000,31838852689119700,-102899086784794000,141670126151215000,141671156657707000,31838789544144300,31838870018799600,102896404941639000,102899208239917000,0.01495,0,1,0,0,0,0,0,-0.6463984327,,1401649139256,3800,F4
10000009,20000119,30000812,TTP-2B,143123040305118000,42928272060668000,-98268500201656200,143119347566693000,143124261607392000,42928036661601000,42928349914965100,98265721807083300,98273270137657700,0.6887,0,0,0,1,0,0,0,-0.9331987878,,3774165287200,3799,F7
10000009,20000119,30000813,LVL-GZ,143264732824699000,45242785988301700,-94769894128689700,143263173404340000,143270593546523000,45242560620884200,45243632979771400,94768286053514200,94772944719655200,1.585,1,0,0,1,0,0,1,-0.9597096467,,3710071091576,3796,F7
10000009,20000120,30000814,EJ48-O,184129914886085000,3923742090241280,-146996337018007000,184127960228381000,184130157899449000,3923375647229510,3923787648920160,146995059507724000,146999603758839000,0.3773,1,0,1,0,0,0,1,-0.1027489011,,2272125557408,6,F
10000009,20000120,30000815,ROJ-B0,195482369590104000,-2809653694220310,-152221480421465000,195478088357519000,195482649332551000,-2809682850475770,-2809207493259350,152221057911004000,152221843307721000,0.08148,0,0,0,1,0,0,0,-0.1909170108,,2280487516048,3798,F
10000009,20000120,30000816,DFH-V5,199074606021651000,-9978588691485630,-160128276147845000,199073515135238000,199075168958595000,-9978683249436600,-9978539896442560,160121892356456000,160131706489932000,0.1934,0,0,1,0,0,0,0,-0.3232028212,,4907066737744,3798,F1
10000009,20000120,30000817,B-II34,194373916218371000,10859774561207400,-146380084909698000,194373443701631000,194376536063490000,10859739209689900,10859970561656400,146379255394424000,146381682251397000,0.02331,0,1,0,0,0,0,0,-0.086446096,,1546180929728,7,F
10000009,20000120,30000818,4LB-EL,193630920666202000,-7241694645637700,-172250137418897000,193629999337717000,193631276740467000,-7241705497614150,-7241666574068550,172247718675794000,172250543671790000,0.1163,0,0,0,1,0,0,0,-0.3880961039,,1412497997792,3802,F2
10000009,20000120,30000819,UDE-FX,192175519255618000,-8917265246579890,-176232109204504000,192175183829486000,192178690110252000,-8917281944584400,-8917107398672310,176231568109440000,176233388431861000,0.07906,0,0,1,0,0,0,0,-0.4105137041,,1753140383056,3798,F2
10000009,20000120,30000820,5IH-GL,201412959292569000,-15770206879692800,-173300383562331000,201411714436832000,201416444123875000,-15770311992495200,-15769912629930000,173295361130989000,173302088455228000,0.7906,0,0,0,1,0,0,0,-0.5092451557,,3363662119488,3801,F3
10000009,20000120,30000821,C1G-XC,208722924938297000,-18323887368807800,-171526505039714000,208722451314767000,208725734091370000,-18323917949168300,-18323882205983900,171525417436172000,171528695898134000,0.1549,0,0,0,1,0,0,0,-0.5640370414,,1641388301344,6,F4
10000009,20000120,30000822,04-EHC,201885620819303000,-15486333645761100,-178114662799838000,201885593553229000,201887437315575000,-15486337636832400,-15486067782292700,178113204922077000,178115483851421000,0.03446,0,1,0,0,0,0,0,-0.5604053831,,1139464672032,3798,F4
10000009,20000120,30000823,3-0FYP,215894140795852000,-29482719538814000,-169821045023316000,215892254133001000,215897076364558000,-29483312155363800,-29482338670634600,169819744250161000,169821179615011000,0.5429,1,0,1,0,0,1,1,-0.491812301,,2411115778160,10,F3
10000009,20000121,30000824,N-O53U,178475103262605000,-28820251688796900,-158236953212652000,178471718846930000,178477185403936000,-28820314620267600,-28820149392625100,158235366864025000,158237404112108000,0.116,1,0,1,0,0,0,1,-0.4258575554,,2733278503312,3802,F2
10000009,20000121,30000825,HZ-O18,185293147204212000,-32861192423042300,-160131880994073000,185293147078612000,185294534743461000,-32861192548642300,-32860961313019400,160131880868473000,160132393290989000,0.03768,0,0,1,0,0,0,0,-0.4200596207,,693832424688,3799,F2
10000009,20000121,30000826,D-P1EH,177676916781960000,-38285226210364600,-168687813852536000,177675264529712000,177680597015665000,-38285488229821700,-38285108574240700,168687695615913000,168688753952303000,1.122,0,0,1,0,0,0,0,-0.5375865106,,2666242976208,3803,F3
10000009,20000121,30000827,74L2-U,179921691192404000,-39826053131984800,-177301909798682000,179920337186061000,179924365645067000,-39826304555993900,-39825556513582900,177300865870624000,177303725855131000,0.01468,0,0,1,0,0,0,0,-0.5299330565,,2014229503136,3800,F3
10000009,20000121,30000828,HL-VZX,188691428205056000,-36161208263717000,-183963091439738000,188691416125836000,188692479204876000,-36161209084811800,-36161136965934600,183961752823010000,183963501815067000,0.04671,0,0,0,1,0,0,0,-0.4957296434,,874496028672,3802,F3
10000009,20000121,30000829,38NZ-1,202086285677293000,-31240531108255800,-186058831215674000,202080156426257000,202093475400873000,-31241871190289700,-31239388686366200,186055011992184000,186066506513449000,7.192,1,0,0,1,0,0,1,-0.5354515842,,6659487308016,3803,F3
10000009,20000121,30000830,W-MF6J,198503201140814000,-27629659613658300,-181931017659089000,198499554612895000,198505114441021000,-27629669255141600,-27629641231039800,181930605191802000,181931601297206000,0.5967,0,0,1,0,0,0,0,-0.5135102181,,2779914062992,10,F3
10000009,20000122,30000831,O-9G5Y,160019409797676000,41821648222040700,-110682685058870000,160019176024057000,160022283932015000,41821372186455200,41821670676352100,110682104783980000,110683927219938000,0.1495,1,0,0,1,0,0,1,-0.5209787079,,1553953978816,6,F3
10000009,20000122,30000832,27-HP0,163121946287325000,49245624480631800,-106163620641133000,163120591074271000,163122733810768000,49245616515612800,49245629107644600,106162444350167000,106164196871804000,0.1572,0,0,1,0,0,0,0,-0.6407402996,,1071368248256,9,F4
10000009,20000122,30000833,X1-IZ0,171171935326325000,53511485392798000,-102862501276065000,171171623506845000,171173034441402000,53511386015023800,53511513594068700,102862233091339000,102868773281110000,1.349,0,1,0,0,0,0,0,-0.5901914981,,3270094885512,10,F4
10000009,20000122,30000834,RZ-TI6,160390076252106000,42852080875490800,-100850202650484000,160389890242584000,160392804449443000,42852058591342300,42852407718989800,100845568755623000,100850247879493000,0.03673,0,0,1,0,0,0,0,-0.7659495698,,2339561934864,3800,F6
10000009,20000122,30000835,FX4L-2,162593681849415000,40263159682680300,-97820233918759300,162592126755005000,162594341125889000,40262928745442200,40263257588767800,97820004872601400,97827248673339800,2.896,0,0,1,0,0,0,0,-0.7557006018,,3621900369224,3803,F6
10000009,20000122,30000836,1ZF-PJ,161622139058842000,43028050284381600,-92104809383870300,161620705510229000,161624111482587000,43028016447257100,43028096828613300,92103808489255400,92106301393380300,0.03434,0,0,1,0,0,0,0,-0.8623021704,,1702986178976,3798,F7
10000009,20000122,30000837,HFC-AQ,160182069278880000,51434489770216700,-86049977559380500,160181482265885000,160182411059395000,51434372287741000,51434558179171500,86049264989021500,86052030487862100,0.0163,1,0,1,0,0,0,1,-0.9292927395,,1382749420264,3800,F7
10000009,20000123,30000838,0-6VZ5,148524468036476000,-32487512058028900,-183175778352141000,148521432194593000,148533088937033000,-32487886860925500,-32487380066068300,183171817020226000,183178118599700000,1.817,1,0,1,0,0,1,1,-0.4991567887,,5828371220400,3799,F3
10000009,20000123,30000839,GB-6X5,144466441356368000,-44238801277871200,-193902211079198000,144464984118765000,144469705562353000,-44239391828361300,-44238537637462400,193895738999366000,193906479698234000,0.1413,1,0,0,1,0,1,1,-0.5246538574,,5370349433904,7,F3
10000009,20000123,30000840,7EX-14,147848787466440000,-49403232453375400,-196545755029735000,147846331385808000,147848976160740000,-49403270512632000,-49402737086665800,196544871350021000,196548226561640000,0.3916,0,0,1,0,0,0,0,-0.5574444575,,1677605809520,6,F4
10000009,20000123,30000841,N7-KGJ,160776000769050000,-44376226837019800,-191242776379124000,160774242450884000,160779217351957000,-44376367081421400,-44375970280639000,191242222227739000,191244255026664000,0.08359,0,0,1,0,0,0,0,-0.5937019562,,2487450536096,3798,F4
10000009,20000123,30000842,VD-8QY,166843221493063000,-32605987116231600,-201463765550962000,166842875837461000,166845500885239000,-32606109648193000,-32605968534348400,201463625976504000,201464740638636000,0.1422,0,0,1,0,0,0,0,-0.5606207422,,1312523889376,3801,F4
10000009,20000123,30000843,J-ZYSZ,176400654148521000,-23595329842018800,-201648274813549000,176400282490023000,176402599177631000,-23595355529620300,-23595195414323800,201647595456869000,201651589538265000,0.05051,0,0,1,0,0,0,0,-0.5125586114,,1997040697680,7,F3
10000009,20000123,30000844,5C-RPA,182575343425261000,-21928813513699000,-198463886248438000,182575072245394000,182576848364256000,-21928868234499900,-21928509840884200,198463392378886000,198466299967980000,0.03065,1,0,0,1,0,1,1,-0.4979423806,,1453794546992,3798,F3
10000009,20000123,30000845,CR2-PQ,185219696626835000,-25603971001127100,-192842047930586000,185218590906287000,185220525097390000,-25604069095364500,-25603840080087700,192840739116055000,192842207158625000,0.01098,1,0,1,0,0,0,1,-0.4993716816,,967095551728,8,F3
